0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.8899029010218645,0.6979019870758959,0.6336983510623528,0.4655254368939878,0.313468527202865,0.25906638619440997,0.20339894594639987,0.17263006986064622,0.15360144940567752,0.12971328491778103,0.1028204988891417,0.09155909328597957,0.07325095830617247,0.06701237638019635,0.056569447222734236,0.05031110436017755,0.04788790379082012,0.04443021947946909,0.02964766984993974,0.025136453805391482,0.023404097306324773,0.019881527389203606,0.019182228741376567,0.01605341378278671,0.013642232517850503,0.012943646815400438,0.011564810456326924,0.008749993764569126,0.0073711574054956125,0.006308458149385091,0.003857755011287751,0.003159169308837688,0.0024598706610106475,0.0024598706610106475,0.0010429383195299533,0.0006985857024500633,0.0003443526170798898,0.0003443526170798898
1.0,0.5599067041504798,0.44890466226650116,0.2700079205026178,0.25023375547033816,0.12763855422018777,0.10883088897204111,0.08695709183250105,0.06685594111765203,0.056851112282258816,0.04229615609947981,0.03847899889228271,0.03535133286270019,0.01972083063405177,0.01800884456891164,0.014540346910153932,0.01316919247418899,0.011101765507248588,0.008685330136567708,0.008344498507392521,0.003475627867419702,0.0031273171742814223,0.002089864158829676,0.0017415534656913968,0.001044932079414838,0.0006966213862765587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.901839552404993,0.8183791102523227,0.6138629595862921,0.5198833431046358,0.490315489177595,0.4165378678361919,0.324773108953952,0.2723999387445009,0.23290545975444665,0.18422218222311412,0.15620881513228743,0.14277495906533313,0.13766428262610303,0.11496505755512058,0.10660479296327448,0.08859793935177901,0.07956342347355104,0.06602491629808771,0.05710036439199106,0.04314742499748809,0.03556952993678489,0.02918031760368425,0.02597408771039984,0.022061503941586732,0.015397344110255597,0.009017541719969394,0.007457785032658752,0.005061599691824727,0.004673551573858099,0.004268529297632906,0.0015521924718665113,0.0007760962359332557,0.00038804811796662784,0.00038804811796662784,0.0,0.0,0.0,0.0
1.0,0.9431962748178656,0.8326065631782852,0.6738836499192541,0.5465167479888465,0.4519513288770392,0.38164116727394143,0.35453242916440453,0.31569604524072176,0.3122331766061082,0.2808808154580151,0.23012966593932016,0.17246488238157756,0.15906468542552077,0.13753784180578657,0.1060757831270213,0.09900192537417234,0.0882298583998915,0.06904354895910299,0.06431195441808246,0.05973539649221493,0.0520777019692916,0.04575136276608375,0.02903123056038724,0.02347700059670846,0.017236152463814224,0.011003949495333724,0.006667919254932836,0.004379640291999073,0.002626400948893246,0.0008748906386701663,0.0004374453193350831,0.0,0.0,0.0,0.0,0.0,0.0
0.9970292215685322,0.8531386751135915,0.7568402052841026,0.5568976054216254,0.4105221878018093,0.38517247989570486,0.25633557419665637,0.2126004968885491,0.1596904482768056,0.14403986683803985,0.12495841534772384,0.11653839340482848,0.09628134247774674,0.08452370044618819,0.057876519863854725,0.039724069242678024,0.0371773790215579,0.02792934332186799,0.02496810598259218,0.018613082481017545,0.015226136212118768,0.010573765205576789,0.006752649394379778,0.004216040505210127,0.002103519826388228,0.0008312551953449709,0.00041562759767248546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9989281886387996,0.8663798685716207,0.7816318485697688,0.6342862197040642,0.5191027639881355,0.363774807161203,0.29304080918603304,0.23207271858625908,0.19437282878337456,0.1723365170688583,0.15737881664110318,0.12856799976339947,0.10774817717130741,0.07447067330908425,0.05261698222274048,0.042103493578164376,0.03166848810277694,0.02515978612520851,0.017422955806885115,0.012287170722374145,0.007308351976240483,0.0029239766081871343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.47637002778447196,0.2936152111638551,0.15732023150283858,0.12310362665811277,0.08737083751691889,0.06385583786848291,0.044427561147367935,0.025775526753159944,0.02027140742159275,0.014322776259379064,0.013396762805175252,0.005022617708009874,0.004105607162388599,0.0027260789689557622,0.0009120200120396622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.7264414060035479,0.5342860268439203,0.35783471219663027,0.3169076398950156,0.2772182518221518,0.19201322253517664,0.13440042681472864,0.07701268589348215,0.05673066393865848,0.04827830980099957,0.03231693462849367,0.028388328151043227,0.019456180978600048,0.014355689081004762,0.004580716984291852,0.00284870578416156,0.001098297638660077,0.001098297638660077,0.0005491488193300384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.737436539681464,0.42437144346097155,0.28414054478506573,0.20109396973960506,0.17983539857004996,0.13050200834159228,0.08024269570576924,0.05764244901245088,0.04621003438583684,0.025712215594309685,0.016610464698756853,0.011001500912380347,0.006091877427564889,0.00502691470126031,0.0018320265223465716,0.000649772579597141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.872642664293774,0.6316139287388604,0.39311966052585784,0.28427913231525936,0.21161263567897196,0.16347128276106782,0.0941489597627242,0.0687646061008819,0.05478110918931826,0.04054416054638308,0.02734049468214787,0.02015042260050282,0.007514741524471634,0.0036197918096780805,0.0017763056469969438,0.001070090957731407,0.001070090957731407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
