0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.9789006327592604,0.6521399307032096,0.41222811752969585,0.37736581243672324,0.16296544467087448,0.12473254762329217,0.07583519191770148,0.06716811778169975,0.05883737679003583,0.052817565079752764,0.03824471357235366,0.03225297078686475,0.024419941929467292,0.014670213424324114,0.012387353067737401,0.00873897043242076,0.007998769791323393,0.006858218932884567,0.00531555921739522,0.0033839457873978984,0.0018921480023696795,0.0007647522864734001,0.0003757985719654265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9992673992673993,0.4042579760664868,0.22376067946667558,0.07089662432989319,0.0496520135785126,0.02762015547315354,0.021062582377862845,0.01217095283826425,0.0067708672157414905,0.005715861615281345,0.005715861615281345,0.0049832608826806115,0.0035839026651405762,0.0025355259397812587,0.0003663003663003663,0.0003663003663003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9704692556634305,0.7237390172243982,0.384343211082504,0.3081117758522322,0.23738934363172323,0.1874776746583152,0.16309117437596635,0.15679746595910474,0.10603632545284043,0.09505174705952384,0.06661892836286783,0.06190935222472025,0.05276763308962151,0.045378076962044094,0.040781324861038526,0.03283791342200982,0.027946032989056773,0.011961670610797032,0.008712550772976224,0.003924141296318897,0.001332347726245091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9956854905880393,0.8759668646741964,0.6765298523082551,0.4572211694521326,0.34782585521934944,0.27098547510027166,0.19063087800966053,0.16064108127851537,0.12590570240116253,0.10847329441515495,0.0830089503135003,0.0718954772658258,0.0632486503315134,0.04751443314072112,0.03606211281137863,0.03316898711336324,0.02637468198900966,0.022002793859000586,0.021467748380134887,0.018746758836264647,0.009848716923269534,0.008404866587572987,0.005298501097230946,0.0004830917874396135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9817474595225361,0.8137619873651271,0.46465463879912156,0.33936298593848596,0.28075916247840776,0.1527197651239515,0.12420434598605974,0.09824108863969655,0.08419568637852132,0.05697650993951577,0.028059831006778016,0.017012371345204537,0.0144624258509691,0.013184731153212045,0.013184731153212045,0.010211237688387258,0.005545727134803578,0.004694835680751174,0.004268032437046521,0.0012804097311139564,0.0008536064874093042,0.0004268032437046521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.994129852486411,0.7119050847078855,0.4746508892304336,0.2864324690994234,0.20243966434668445,0.13210073234589212,0.09811774974229619,0.06651483883511337,0.05971110709193935,0.04608987848805097,0.031992433413932236,0.024751223596660113,0.02232474263464843,0.017065400482835048,0.01512482816999732,0.010733812271294644,0.007796954708886421,0.004405286343612335,0.000978952520802741,0.0004894762604013705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9995904995904996,0.35241488635580237,0.1834885297611356,0.08509717763818947,0.03279335800524199,0.02227498409806832,0.013560159363218555,0.011868855356940294,0.007174204606397532,0.005126702558895485,0.003405159411408834,0.002578470850051937,0.0017517822886950404,0.0008948545861297538,0.0008948545861297538,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769,0.0004474272930648769
1.0,0.47073097975866035,0.2227600786395146,0.17190873586031696,0.07165226536658377,0.06343285781090147,0.025205292444983724,0.013209880355480314,0.009689044537163348,0.005075986510751982,0.003054789121009066,0.002021197389742916,0.0005167958656330749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4286613041183102,0.22178739953805168,0.11871572773774852,0.08899420757525017,0.06593146839627999,0.047220252060326984,0.02738858754510229,0.019821929866905865,0.009854833344445894,0.006956245101918884,0.004549298943954313,0.0015821286963538879,0.0011204481792717088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9984848484848485,0.5866607317787993,0.3093119410523689,0.16401163038236471,0.13563925661477866,0.06399308909691034,0.038964225849726836,0.03461176692809582,0.026158023514687958,0.014903742664212098,0.007791314645072784,0.0035518113929519225,0.0015151515151515152,0.0015151515151515152,0.000505050505050505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
